2017-08-10 3:48PM,2017-08-10 5:38PM,100,10,1,110,N/A,N/A,N/A
2017-08-10 12:41AM,2017-08-10 8:21AM,407,53,26,460,45,308,54
2017-08-09 1:58AM,2017-08-09 11:53AM,511,84,44,595,57,355,99
2017-08-08 12:53AM,2017-08-08 10:52AM,560,39,2,599,N/A,N/A,N/A
2017-08-07 12:13AM,2017-08-07 11:02AM,533,115,39,648,54,404,75
2017-08-06 4:55PM,2017-08-06 6:41PM,99,6,2,106,N/A,N/A,N/A
2017-08-06 12:48AM,2017-08-06 11:50AM,551,110,48,661,64,391,96
2017-08-05 1:02AM,2017-08-05 10:48AM,496,90,36,586,75,343,78
2017-08-04 12:18AM,2017-08-04 11:09AM,552,99,38,651,41,434,77
2017-08-02 10:14PM,2017-08-03 7:52AM,510,68,34,578,109,309,92
2017-08-02 12:59AM,2017-08-02 10:27AM,462,105,29,567,68,362,32
2017-08-01 12:09AM,2017-08-01 7:50AM,402,59,31,461,50,303,49
2017-07-30 11:36PM,2017-07-31 9:36AM,547,52,3,600,N/A,N/A,N/A
2017-07-30 12:30AM,2017-07-30 9:33AM,486,57,39,543,59,347,80
2017-07-29 5:02PM,2017-07-29 7:34PM,138,13,1,151,N/A,N/A,N/A
2017-07-29 12:43AM,2017-07-29 10:39AM,495,101,33,596,46,415,34
2017-07-28 6:35AM,2017-07-28 12:43PM,319,49,27,368,46,229,44
2017-07-27 11:54PM,2017-07-28 5:01AM,260,47,18,307,7,209,44
2017-07-27 1:54PM,2017-07-27 4:04PM,119,11,1,130,N/A,N/A,N/A
2017-07-27 1:59AM,2017-07-27 7:31AM,298,34,18,332,28,227,43
2017-07-26 7:03PM,2017-07-26 8:14PM,68,3,1,71,N/A,N/A,N/A
2017-07-26 1:25AM,2017-07-26 8:01AM,326,69,16,395,39,222,65
2017-07-24 11:33PM,2017-07-25 10:23AM,548,102,37,650,87,387,74
2017-07-23 11:24PM,2017-07-24 9:24AM,523,77,46,600,33,425,65
2017-07-23 1:50AM,2017-07-23 11:03AM,478,75,32,553,38,366,74
2017-07-22 12:41AM,2017-07-22 8:50AM,422,67,31,489,52,291,79
2017-07-21 12:12AM,2017-07-21 8:41AM,449,59,29,508,59,281,109
